corpus_size;modelo;tamanho_contexto;categoria;qtde_total;qtde_analisada;qtde_fora_dicionario;qtde_fora_ranking;mse;rmsd
10200000;cbow;12;gram4-superlative;1122;674;420;28;0.008294;0.091072
10200000;cbow;12;gram5-present-participle;1056;976;0;80;0.008258;0.090871
10200000;cbow;12;gram6-nationality-adjective;1599;1506;78;15;0.004553;0.067478
10200000;cbow;12;gram7-past-tense;1560;1352;78;130;0.009750;0.098743
10200000;cbow;12;gram8-plural;1332;1176;142;14;0.005232;0.072332
10200000;cbow;12;gram9-plural-verbs;870;789;0;81;0.009902;0.099510
10200000;cbow;12;TOTAL;19544;14249;4098;1197;0.007028;0.083836
10200000;skip-gram;12;capital-common-countries;506;506;0;0;0.000387;0.019682
10200000;skip-gram;12;capital-world;4524;2457;2049;18;0.002540;0.050398
10200000;skip-gram;12;currency;866;253;528;85;0.013126;0.114569
10200000;skip-gram;12;city-in-state;2467;1910;403;154;0.002784;0.052763
10200000;skip-gram;12;family;506;360;126;20;0.005459;0.073885
10200000;skip-gram;12;gram1-adjective-to-adverb;992;721;62;209;0.008828;0.093956
10200000;skip-gram;12;gram2-opposite;812;394;212;206;0.010798;0.103912
10200000;skip-gram;12;gram3-comparative;1332;1239;0;93;0.005028;0.070907
10200000;skip-gram;12;gram4-superlative;1122;642;420;60;0.011435;0.106936
10200000;skip-gram;12;gram5-present-participle;1056;923;0;133;0.008975;0.094736
10200000;skip-gram;12;gram6-nationality-adjective;1599;1519;78;2;0.002679;0.051759
10200000;skip-gram;12;gram7-past-tense;1560;1347;78;135;0.006562;0.081005
10200000;skip-gram;12;gram8-plural;1332;1154;142;36;0.005000;0.070712
10200000;skip-gram;12;gram9-plural-verbs;870;771;0;99;0.009264;0.096250
10200000;skip-gram;12;TOTAL;19544;14196;4098;1250;0.005307;0.072848
10200000;cbow;14;capital-common-countries;506;506;0;0;0.001716;0.041422
10200000;cbow;14;capital-world;4524;2454;2049;21;0.004715;0.068666
10200000;cbow;14;currency;866;222;528;116;0.020850;0.144395
10200000;cbow;14;city-in-state;2467;1888;403;176;0.007092;0.084215
10200000;cbow;14;family;506;361;126;19;0.003168;0.056288
10200000;cbow;14;gram1-adjective-to-adverb;992;635;62;295;0.014778;0.121564
10200000;cbow;14;gram2-opposite;812;390;212;210;0.014659;0.121076
10200000;cbow;14;gram3-comparative;1332;1307;0;25;0.004490;0.067005
10200000;cbow;14;gram4-superlative;1122;646;420;56;0.009756;0.098774
10200000;cbow;14;gram5-present-participle;1056;961;0;95;0.008680;0.093165
10200000;cbow;14;gram6-nationality-adjective;1599;1502;78;19;0.004977;0.070549
10200000;cbow;14;gram7-past-tense;1560;1359;78;123;0.008870;0.094179
10200000;cbow;14;gram8-plural;1332;1164;142;26;0.006849;0.082759
10200000;cbow;14;gram9-plural-verbs;870;794;0;76;0.010086;0.100431
10200000;cbow;14;TOTAL;19544;14189;4098;1257;0.007240;0.085087
10200000;skip-gram;14;capital-common-countries;506;506;0;0;0.000180;0.013429
10200000;skip-gram;14;capital-world;4524;2450;2049;25;0.002395;0.048937
10200000;skip-gram;14;currency;866;251;528;87;0.015216;0.123353
10200000;skip-gram;14;city-in-state;2467;1942;403;122;0.003236;0.056885
10200000;skip-gram;14;family;506;365;126;15;0.006220;0.078867
10200000;skip-gram;14;gram1-adjective-to-adverb;992;740;62;190;0.008421;0.091768
10200000;skip-gram;14;gram2-opposite;812;371;212;229;0.011425;0.106886
10200000;skip-gram;14;gram3-comparative;1332;1221;0;111;0.005004;0.070740
10200000;skip-gram;14;gram4-superlative;1122;635;420;67;0.011339;0.106485
10200000;skip-gram;14;gram5-present-participle;1056;934;0;122;0.009113;0.095460
10200000;skip-gram;14;gram6-nationality-adjective;1599;1515;78;6;0.003019;0.054945
10200000;skip-gram;14;gram7-past-tense;1560;1339;78;143;0.007512;0.086672
10200000;skip-gram;14;gram8-plural;1332;1159;142;31;0.004978;0.070553
10200000;skip-gram;14;gram9-plural-verbs;870;759;0;111;0.008670;0.093115
10200000;skip-gram;14;TOTAL;19544;14187;4098;1259;0.005470;0.073961
10200000;cbow;16;capital-common-countries;506;506;0;0;0.001492;0.038620
10200000;cbow;16;capital-world;4524;2449;2049;26;0.003824;0.061841
10200000;cbow;16;currency;866;242;528;96;0.019106;0.138225
10200000;cbow;16;city-in-state;2467;1889;403;175;0.006594;0.081201
10200000;cbow;16;family;506;356;126;24;0.003590;0.059919
10200000;cbow;16;gram1-adjective-to-adverb;992;664;62;266;0.014879;0.121980
10200000;cbow;16;gram2-opposite;812;400;212;200;0.014944;0.122246
10200000;cbow;16;gram3-comparative;1332;1311;0;21;0.005191;0.072047
10200000;cbow;16;gram4-superlative;1122;660;420;42;0.009140;0.095602
10200000;cbow;16;gram5-present-participle;1056;997;0;59;0.007918;0.088982
10200000;cbow;16;gram6-nationality-adjective;1599;1512;78;9;0.004611;0.067906
10200000;cbow;16;gram7-past-tense;1560;1373;78;109;0.009558;0.097767
10200000;cbow;16;gram8-plural;1332;1179;142;11;0.005420;0.073620
10200000;cbow;16;gram9-plural-verbs;870;778;0;92;0.009798;0.098986
10200000;cbow;16;TOTAL;19544;14316;4098;1130;0.006928;0.083232
10200000;skip-gram;16;capital-common-countries;506;506;0;0;0.000156;0.012494
10200000;skip-gram;16;capital-world;4524;2454;2049;21;0.002182;0.046709
10200000;skip-gram;16;currency;866;253;528;85;0.015012;0.122523
10200000;skip-gram;16;city-in-state;2467;1966;403;98;0.003268;0.057165
10200000;skip-gram;16;family;506;363;126;17;0.006490;0.080563
10200000;skip-gram;16;gram1-adjective-to-adverb;992;719;62;211;0.009519;0.097567
10200000;skip-gram;16;gram2-opposite;812;347;212;253;0.012396;0.111338
10200000;skip-gram;16;gram3-comparative;1332;1215;0;117;0.005817;0.076269
10200000;skip-gram;16;gram4-superlative;1122;636;420;66;0.012090;0.109954
10200000;skip-gram;16;gram5-present-participle;1056;920;0;136;0.008773;0.093663
10200000;skip-gram;16;gram6-nationality-adjective;1599;1514;78;7;0.003411;0.058400
10200000;skip-gram;16;gram7-past-tense;1560;1330;78;152;0.006921;0.083190
10200000;skip-gram;16;gram8-plural;1332;1158;142;32;0.004681;0.068420
10200000;skip-gram;16;gram9-plural-verbs;870;775;0;95;0.009838;0.099188
10200000;skip-gram;16;TOTAL;19544;14156;4098;1290;0.005609;0.074892
10200000;cbow;18;capital-common-countries;506;506;0;0;0.001793;0.042343
10200000;cbow;18;capital-world;4524;2452;2049;23;0.004566;0.067575
10200000;cbow;18;currency;866;223;528;115;0.018181;0.134835
10200000;cbow;18;city-in-state;2467;1880;403;184;0.007770;0.088145
10200000;cbow;18;family;506;360;126;20;0.003635;0.060288
10200000;cbow;18;gram1-adjective-to-adverb;992;649;62;281;0.013789;0.117425
10200000;cbow;18;gram2-opposite;812;379;212;221;0.014211;0.119212
10200000;cbow;18;gram3-comparative;1332;1312;0;20;0.004840;0.069572
10200000;cbow;18;gram4-superlative;1122;650;420;52;0.010614;0.103026
10200000;cbow;18;gram5-present-participle;1056;948;0;108;0.007615;0.087266
10200000;cbow;18;gram6-nationality-adjective;1599;1490;78;31;0.003264;0.057128
10200000;cbow;18;gram7-past-tense;1560;1355;78;127;0.009549;0.097720
10200000;cbow;18;gram8-plural;1332;1160;142;30;0.005425;0.073654
10200000;cbow;18;gram9-plural-verbs;870;757;0;113;0.009064;0.095203
10200000;cbow;18;TOTAL;19544;14121;4098;1325;0.006928;0.083236
10200000;skip-gram;18;capital-common-countries;506;506;0;0;0.000273;0.016537
10200000;skip-gram;18;capital-world;4524;2461;2049;14;0.002452;0.049516
10200000;skip-gram;18;currency;866;241;528;97;0.015355;0.123917
10200000;skip-gram;18;city-in-state;2467;1968;403;96;0.003184;0.056426
10200000;skip-gram;18;family;506;367;126;13;0.007653;0.087481
10200000;skip-gram;18;gram1-adjective-to-adverb;992;702;62;228;0.010486;0.102403
10200000;skip-gram;18;gram2-opposite;812;369;212;231;0.012790;0.113094
10200000;skip-gram;18;gram3-comparative;1332;1204;0;128;0.005601;0.074841
10200000;skip-gram;18;gram4-superlative;1122;623;420;79;0.012257;0.110711
10200000;skip-gram;18;gram5-present-participle;1056;911;0;145;0.008275;0.090966
10200000;skip-gram;18;gram6-nationality-adjective;1599;1508;78;13;0.003597;0.059972
10200000;skip-gram;18;gram7-past-tense;1560;1349;78;133;0.006989;0.083599
10200000;skip-gram;18;gram8-plural;1332;1147;142;43;0.004747;0.068901
10200000;skip-gram;18;gram9-plural-verbs;870;758;0;112;0.009819;0.099090
10200000;skip-gram;18;TOTAL;19544;14114;4098;1332;0.005717;0.075609
10200000;cbow;20;capital-common-countries;506;506;0;0;0.001615;0.040187
10200000;cbow;20;capital-world;4524;2452;2049;23;0.004567;0.067579
10200000;cbow;20;currency;866;227;528;111;0.022130;0.148760
10200000;cbow;20;city-in-state;2467;1871;403;193;0.008932;0.094509
10200000;cbow;20;family;506;351;126;29;0.004124;0.064219
10200000;cbow;20;gram1-adjective-to-adverb;992;602;62;328;0.013594;0.116592
10200000;cbow;20;gram2-opposite;812;401;212;199;0.014234;0.119305
10200000;cbow;20;gram3-comparative;1332;1315;0;17;0.005121;0.071564
10200000;cbow;20;gram4-superlative;1122;644;420;58;0.010950;0.104641
10200000;cbow;20;gram5-present-participle;1056;965;0;91;0.009447;0.097194
10200000;cbow;20;gram6-nationality-adjective;1599;1510;78;11;0.004397;0.066308
10200000;cbow;20;gram7-past-tense;1560;1330;78;152;0.009667;0.098323
10200000;cbow;20;gram8-plural;1332;1176;142;14;0.005701;0.075506
10200000;cbow;20;gram9-plural-verbs;870;771;0;99;0.010543;0.102677
10200000;cbow;20;TOTAL;19544;14121;4098;1325;0.007529;0.086771
10200000;skip-gram;20;capital-common-countries;506;506;0;0;0.000251;0.015839
10200000;skip-gram;20;capital-world;4524;2466;2049;9;0.002280;0.047745
10200000;skip-gram;20;currency;866;254;528;84;0.015281;0.123618
10200000;skip-gram;20;city-in-state;2467;1965;403;99;0.003371;0.058058
10200000;skip-gram;20;family;506;367;126;13;0.008075;0.089860
10200000;skip-gram;20;gram1-adjective-to-adverb;992;720;62;210;0.010048;0.100239
10200000;skip-gram;20;gram2-opposite;812;355;212;245;0.013739;0.117213
10200000;skip-gram;20;gram3-comparative;1332;1226;0;106;0.006000;0.077458
10200000;skip-gram;20;gram4-superlative;1122;641;420;61;0.011685;0.108097
10200000;skip-gram;20;gram5-present-participle;1056;936;0;120;0.009109;0.095440
10200000;skip-gram;20;gram6-nationality-adjective;1599;1509;78;12;0.003740;0.061156
10200000;skip-gram;20;gram7-past-tense;1560;1355;78;127;0.006885;0.082978
10200000;skip-gram;20;gram8-plural;1332;1152;142;38;0.004315;0.065686
10200000;skip-gram;20;gram9-plural-verbs;870;756;0;114;0.009467;0.097300
10200000;skip-gram;20;TOTAL;19544;14208;4098;1238;0.005757;0.075878
12000000;cbow;2;capital-common-countries;506;505;0;1;0.004009;0.063314
12000000;cbow;2;capital-world;4524;2418;1811;295;0.009293;0.096398
12000000;cbow;2;currency;866;218;490;158;0.013491;0.116149
12000000;cbow;2;city-in-state;2467;1845;213;409;0.013891;0.117862
12000000;cbow;2;family;506;390;86;30;0.002773;0.052659
12000000;cbow;2;gram1-adjective-to-adverb;992;666;0;326;0.014965;0.122333
12000000;cbow;2;gram2-opposite;812;426;162;224;0.013075;0.114344
12000000;cbow;2;gram3-comparative;1332;1327;0;5;0.002176;0.046646
12000000;cbow;2;gram4-superlative;1122;754;310;58;0.006731;0.082045
12000000;cbow;2;gram5-present-participle;1056;902;0;154;0.008057;0.089763
12000000;cbow;2;gram6-nationality-adjective;1599;1475;78;46;0.003972;0.063026
12000000;cbow;2;gram7-past-tense;1560;1287;78;195;0.008739;0.093482
12000000;cbow;2;gram8-plural;1332;1104;142;86;0.005086;0.071313
12000000;cbow;2;gram9-plural-verbs;870;784;0;86;0.007470;0.086431
12000000;cbow;2;TOTAL;19544;14101;3370;2073;0.008048;0.089713
12000000;skip-gram;2;capital-common-countries;506;500;0;6;0.002535;0.050352
12000000;skip-gram;2;capital-world;4524;2332;1811;381;0.006342;0.079640
12000000;skip-gram;2;currency;866;224;490;152;0.008677;0.093150
12000000;skip-gram;2;city-in-state;2467;1779;213;475;0.007130;0.084439
12000000;skip-gram;2;family;506;383;86;37;0.002503;0.050034
12000000;skip-gram;2;gram1-adjective-to-adverb;992;596;0;396;0.008154;0.090297
12000000;skip-gram;2;gram2-opposite;812;420;162;230;0.008243;0.090789
12000000;skip-gram;2;gram3-comparative;1332;1308;0;24;0.002076;0.045563
12000000;skip-gram;2;gram4-superlative;1122;746;310;66;0.004008;0.063306
12000000;skip-gram;2;gram5-present-participle;1056;846;0;210;0.005113;0.071504
12000000;skip-gram;2;gram6-nationality-adjective;1599;1489;78;32;0.002264;0.047584
12000000;skip-gram;2;gram7-past-tense;1560;1181;78;301;0.005569;0.074629
12000000;skip-gram;2;gram8-plural;1332;1063;142;127;0.003304;0.057484
12000000;skip-gram;2;gram9-plural-verbs;870;719;0;151;0.004716;0.068670
12000000;skip-gram;2;TOTAL;19544;13586;3370;2588;0.004920;0.070146
12000000;cbow;4;capital-common-countries;506;505;0;1;0.002351;0.048487
12000000;cbow;4;capital-world;4524;2629;1811;84;0.005974;0.077289
12000000;cbow;4;currency;866;255;490;121;0.015810;0.125737
12000000;cbow;4;city-in-state;2467;2048;213;206;0.009535;0.097646
12000000;cbow;4;family;506;380;86;40;0.002286;0.047811
12000000;cbow;4;gram1-adjective-to-adverb;992;703;0;289;0.013396;0.115741
12000000;cbow;4;gram2-opposite;812;434;162;216;0.015301;0.123698
12000000;cbow;4;gram3-comparative;1332;1327;0;5;0.002132;0.046177
12000000;cbow;4;gram4-superlative;1122;757;310;55;0.008076;0.089866
12000000;cbow;4;gram5-present-participle;1056;954;0;102;0.007149;0.084550
12000000;cbow;4;gram6-nationality-adjective;1599;1508;78;13;0.003243;0.056945
12000000;cbow;4;gram7-past-tense;1560;1392;78;90;0.008758;0.093582
12000000;cbow;4;gram8-plural;1332;1166;142;24;0.004698;0.068544
12000000;cbow;4;gram9-plural-verbs;870;807;0;63;0.008240;0.090773
12000000;cbow;4;TOTAL;19544;14865;3370;1309;0.006885;0.082977
12000000;skip-gram;4;capital-common-countries;506;502;0;4;0.001609;0.040118
12000000;skip-gram;4;capital-world;4524;2530;1811;183;0.005187;0.072018
12000000;skip-gram;4;currency;866;250;490;126;0.010699;0.103437
12000000;skip-gram;4;city-in-state;2467;2018;213;236;0.005481;0.074035
12000000;skip-gram;4;family;506;387;86;33;0.002558;0.050573
12000000;skip-gram;4;gram1-adjective-to-adverb;992;613;0;379;0.008417;0.091744
12000000;skip-gram;4;gram2-opposite;812;417;162;233;0.008861;0.094134
12000000;skip-gram;4;gram3-comparative;1332;1297;0;35;0.002884;0.053706
12000000;skip-gram;4;gram4-superlative;1122;750;310;62;0.006231;0.078939
12000000;skip-gram;4;gram5-present-participle;1056;917;0;139;0.007569;0.086998
12000000;skip-gram;4;gram6-nationality-adjective;1599;1507;78;14;0.001995;0.044662
12000000;skip-gram;4;gram7-past-tense;1560;1225;78;257;0.005895;0.076776
12000000;skip-gram;4;gram8-plural;1332;1115;142;75;0.003964;0.062959
12000000;skip-gram;4;gram9-plural-verbs;870;747;0;123;0.006460;0.080375
12000000;skip-gram;4;TOTAL;19544;14275;3370;1899;0.005067;0.071186
12000000;cbow;6;capital-common-countries;506;506;0;0;0.001956;0.044226
12000000;cbow;6;capital-world;4524;2678;1811;35;0.004874;0.069816
12000000;cbow;6;currency;866;275;490;101;0.016798;0.129608
12000000;cbow;6;city-in-state;2467;2057;213;197;0.008672;0.093122
12000000;cbow;6;family;506;382;86;38;0.003096;0.055638
12000000;cbow;6;gram1-adjective-to-adverb;992;696;0;296;0.013576;0.116514
12000000;cbow;6;gram2-opposite;812;448;162;202;0.014169;0.119033
12000000;cbow;6;gram3-comparative;1332;1322;0;10;0.003678;0.060647
12000000;cbow;6;gram4-superlative;1122;737;310;75;0.007142;0.084510
12000000;cbow;6;gram5-present-participle;1056;993;0;63;0.006751;0.082161
12000000;cbow;6;gram6-nationality-adjective;1599;1501;78;20;0.004621;0.067980
12000000;cbow;6;gram7-past-tense;1560;1414;78;68;0.007701;0.087756
12000000;cbow;6;gram8-plural;1332;1188;142;2;0.004490;0.067006
12000000;cbow;6;gram9-plural-verbs;870;797;0;73;0.008985;0.094791
12000000;cbow;6;TOTAL;19544;14994;3370;1180;0.006711;0.081922
12000000;skip-gram;6;capital-common-countries;506;506;0;0;0.001084;0.032918
12000000;skip-gram;6;capital-world;4524;2644;1811;69;0.004056;0.063689
12000000;skip-gram;6;currency;866;267;490;109;0.012942;0.113764
12000000;skip-gram;6;city-in-state;2467;2078;213;176;0.004454;0.066740
12000000;skip-gram;6;family;506;396;86;24;0.002878;0.053650
12000000;skip-gram;6;gram1-adjective-to-adverb;992;698;0;294;0.008599;0.092730
12000000;skip-gram;6;gram2-opposite;812;415;162;235;0.008678;0.093155
12000000;skip-gram;6;gram3-comparative;1332;1292;0;40;0.002572;0.050712
12000000;skip-gram;6;gram4-superlative;1122;750;310;62;0.006755;0.082186
12000000;skip-gram;6;gram5-present-participle;1056;902;0;154;0.007112;0.084336
12000000;skip-gram;6;gram6-nationality-adjective;1599;1508;78;13;0.001743;0.041743
12000000;skip-gram;6;gram7-past-tense;1560;1330;78;152;0.005793;0.076113
12000000;skip-gram;6;gram8-plural;1332;1150;142;40;0.003843;0.061990
12000000;skip-gram;6;gram9-plural-verbs;870;767;0;103;0.006769;0.082275
12000000;skip-gram;6;TOTAL;19544;14703;3370;1471;0.004725;0.068741
12000000;cbow;8;capital-common-countries;506;506;0;0;0.001342;0.036639
12000000;cbow;8;capital-world;4524;2683;1811;30;0.004107;0.064085
12000000;cbow;8;currency;866;277;490;99;0.018425;0.135738
12000000;cbow;8;city-in-state;2467;2088;213;166;0.008147;0.090259
12000000;cbow;8;family;506;386;86;34;0.002642;0.051402
12000000;cbow;8;gram1-adjective-to-adverb;992;709;0;283;0.013886;0.117840
12000000;cbow;8;gram2-opposite;812;441;162;209;0.015253;0.123505
12000000;cbow;8;gram3-comparative;1332;1322;0;10;0.003606;0.060047
12000000;cbow;8;gram4-superlative;1122;759;310;53;0.007672;0.087589
12000000;cbow;8;gram5-present-participle;1056;989;0;67;0.006491;0.080569
12000000;cbow;8;gram6-nationality-adjective;1599;1507;78;14;0.003741;0.061167
12000000;cbow;8;gram7-past-tense;1560;1397;78;85;0.008370;0.091487
12000000;cbow;8;gram8-plural;1332;1179;142;11;0.005041;0.071002
12000000;cbow;8;gram9-plural-verbs;870;816;0;54;0.009824;0.099116
12000000;cbow;8;TOTAL;19544;15059;3370;1115;0.006621;0.081369
12000000;skip-gram;8;capital-common-countries;506;506;0;0;0.000541;0.023255
12000000;skip-gram;8;capital-world;4524;2662;1811;51;0.003229;0.056827
12000000;skip-gram;8;currency;866;277;490;99;0.014623;0.120927
12000000;skip-gram;8;city-in-state;2467;2105;213;149;0.003612;0.060101
12000000;skip-gram;8;family;506;407;86;13;0.003753;0.061262
12000000;skip-gram;8;gram1-adjective-to-adverb;992;741;0;251;0.008563;0.092535
12000000;skip-gram;8;gram2-opposite;812;399;162;251;0.009555;0.097750
12000000;skip-gram;8;gram3-comparative;1332;1263;0;69;0.003803;0.061672
12000000;skip-gram;8;gram4-superlative;1122;745;310;67;0.007945;0.089136
12000000;skip-gram;8;gram5-present-participle;1056;914;0;142;0.007945;0.089137
12000000;skip-gram;8;gram6-nationality-adjective;1599;1507;78;14;0.002549;0.050492
12000000;skip-gram;8;gram7-past-tense;1560;1319;78;163;0.006946;0.083341
12000000;skip-gram;8;gram8-plural;1332;1152;142;38;0.004224;0.064993
12000000;skip-gram;8;gram9-plural-verbs;870;757;0;113;0.007328;0.085606
12000000;skip-gram;8;TOTAL;19544;14754;3370;1420;0.004989;0.070635
12000000;cbow;10;capital-common-countries;506;506;0;0;0.001365;0.036944
12000000;cbow;10;capital-world;4524;2678;1811;35;0.004301;0.065581
12000000;cbow;10;currency;866;269;490;107;0.017238;0.131293
12000000;cbow;10;city-in-state;2467;2055;213;199;0.009181;0.095817
12000000;cbow;10;family;506;377;86;43;0.003206;0.056619
12000000;cbow;10;gram1-adjective-to-adverb;992;672;0;320;0.012691;0.112654
12000000;cbow;10;gram2-opposite;812;426;162;224;0.015265;0.123552
12000000;cbow;10;gram3-comparative;1332;1326;0;6;0.003647;0.060389
12000000;cbow;10;gram4-superlative;1122;748;310;64;0.008762;0.093604
12000000;cbow;10;gram5-present-participle;1056;991;0;65;0.006823;0.082602
12000000;cbow;10;gram6-nationality-adjective;1599;1501;78;20;0.004026;0.063448
12000000;cbow;10;gram7-past-tense;1560;1403;78;79;0.008764;0.093617
12000000;cbow;10;gram8-plural;1332;1181;142;9;0.004395;0.066291
12000000;cbow;10;gram9-plural-verbs;870;801;0;69;0.009700;0.098487
12000000;cbow;10;TOTAL;19544;14934;3370;1240;0.006790;0.082401
12000000;skip-gram;10;capital-common-countries;506;506;0;0;0.000764;0.027636
12000000;skip-gram;10;capital-world;4524;2671;1811;42;0.003180;0.056392
12000000;skip-gram;10;currency;866;279;490;97;0.015228;0.123403
12000000;skip-gram;10;city-in-state;2467;2120;213;134;0.003615;0.060128
12000000;skip-gram;10;family;506;408;86;12;0.005147;0.071740
12000000;skip-gram;10;gram1-adjective-to-adverb;992;711;0;281;0.009415;0.097031
12000000;skip-gram;10;gram2-opposite;812;380;162;270;0.009777;0.098880
12000000;skip-gram;10;gram3-comparative;1332;1275;0;57;0.003996;0.063216
12000000;skip-gram;10;gram4-superlative;1122;722;310;90;0.009168;0.095750
12000000;skip-gram;10;gram5-present-participle;1056;934;0;122;0.007602;0.087191
12000000;skip-gram;10;gram6-nationality-adjective;1599;1505;78;16;0.002317;0.048135
12000000;skip-gram;10;gram7-past-tense;1560;1343;78;139;0.006332;0.079576
12000000;skip-gram;10;gram8-plural;1332;1144;142;46;0.004550;0.067456
12000000;skip-gram;10;gram9-plural-verbs;870;784;0;86;0.007797;0.088302
12000000;skip-gram;10;TOTAL;19544;14782;3370;1392;0.005103;0.071433
12000000;cbow;12;capital-common-countries;506;506;0;0;0.001196;0.034589
12000000;cbow;12;capital-world;4524;2682;1811;31;0.004136;0.064315
12000000;cbow;12;currency;866;277;490;99;0.017467;0.132164
12000000;cbow;12;city-in-state;2467;2069;213;185;0.006590;0.081179
12000000;cbow;12;family;506;387;86;33;0.003935;0.062729
12000000;cbow;12;gram1-adjective-to-adverb;992;668;0;324;0.014264;0.119432
12000000;cbow;12;gram2-opposite;812;425;162;225;0.014854;0.121875
12000000;cbow;12;gram3-comparative;1332;1324;0;8;0.004005;0.063284
12000000;cbow;12;gram4-superlative;1122;719;310;93;0.009379;0.096843
12000000;cbow;12;gram5-present-participle;1056;973;0;83;0.007703;0.087764
12000000;cbow;12;gram6-nationality-adjective;1599;1509;78;12;0.003099;0.055672
12000000;cbow;12;gram7-past-tense;1560;1404;78;78;0.008510;0.092249
12000000;cbow;12;gram8-plural;1332;1174;142;16;0.005079;0.071266
12000000;cbow;12;gram9-plural-verbs;870;812;0;58;0.010335;0.101661
12000000;cbow;12;TOTAL;19544;14929;3370;1245;0.006568;0.081044
12000000;skip-gram;12;capital-common-countries;506;506;0;0;0.000618;0.024856
12000000;skip-gram;12;capital-world;4524;2676;1811;37;0.002535;0.050352
12000000;skip-gram;12;currency;866;275;490;101;0.015150;0.123086
12000000;skip-gram;12;city-in-state;2467;2112;213;142;0.003613;0.060106
12000000;skip-gram;12;family;506;404;86;16;0.005656;0.075207
12000000;skip-gram;12;gram1-adjective-to-adverb;992;736;0;256;0.008893;0.094301
12000000;skip-gram;12;gram2-opposite;812;397;162;253;0.011073;0.105229
12000000;skip-gram;12;gram3-comparative;1332;1246;0;86;0.003990;0.063164
12000000;skip-gram;12;gram4-superlative;1122;721;310;91;0.010165;0.100819
12000000;skip-gram;12;gram5-present-participle;1056;915;0;141;0.008211;0.090614
12000000;skip-gram;12;gram6-nationality-adjective;1599;1499;78;22;0.002107;0.045908
12000000;skip-gram;12;gram7-past-tense;1560;1354;78;128;0.006333;0.079579
12000000;skip-gram;12;gram8-plural;1332;1155;142;35;0.004557;0.067506
12000000;skip-gram;12;gram9-plural-verbs;870;767;0;103;0.008018;0.089544
12000000;skip-gram;12;TOTAL;19544;14763;3370;1411;0.005086;0.071314
12000000;cbow;14;capital-common-countries;506;506;0;0;0.001044;0.032310
12000000;cbow;14;capital-world;4524;2688;1811;25;0.003823;0.061828
12000000;cbow;14;currency;866;268;490;108;0.018255;0.135113
12000000;cbow;14;city-in-state;2467;2076;213;178;0.007112;0.084334
12000000;cbow;14;family;506;379;86;41;0.002874;0.053606
12000000;cbow;14;gram1-adjective-to-adverb;992;699;0;293;0.013307;0.115358
12000000;cbow;14;gram2-opposite;812;398;162;252;0.014026;0.118432
12000000;cbow;14;gram3-comparative;1332;1309;0;23;0.004212;0.064898
12000000;cbow;14;gram4-superlative;1122;723;310;89;0.010562;0.102770
12000000;cbow;14;gram5-present-participle;1056;981;0;75;0.007527;0.086755
12000000;cbow;14;gram6-nationality-adjective;1599;1499;78;22;0.003726;0.061040
12000000;cbow;14;gram7-past-tense;1560;1387;78;95;0.009035;0.095053
12000000;cbow;14;gram8-plural;1332;1186;142;4;0.005267;0.072575
12000000;cbow;14;gram9-plural-verbs;870;800;0;70;0.010721;0.103543
12000000;cbow;14;TOTAL;19544;14899;3370;1275;0.006706;0.081888
12000000;skip-gram;14;capital-common-countries;506;506;0;0;0.000427;0.020669
12000000;skip-gram;14;capital-world;4524;2688;1811;25;0.002334;0.048315
12000000;skip-gram;14;currency;866;270;490;106;0.014509;0.120453
12000000;skip-gram;14;city-in-state;2467;2130;213;124;0.002967;0.054467
12000000;skip-gram;14;family;506;408;86;12;0.008054;0.089745
12000000;skip-gram;14;gram1-adjective-to-adverb;992;754;0;238;0.010111;0.100556
12000000;skip-gram;14;gram2-opposite;812;407;162;243;0.010485;0.102395
12000000;skip-gram;14;gram3-comparative;1332;1248;0;84;0.004813;0.069377
12000000;skip-gram;14;gram4-superlative;1122;704;310;108;0.009314;0.096508
12000000;skip-gram;14;gram5-present-participle;1056;921;0;135;0.008653;0.093019
12000000;skip-gram;14;gram6-nationality-adjective;1599;1495;78;26;0.001827;0.042743
12000000;skip-gram;14;gram7-past-tense;1560;1360;78;122;0.005708;0.075553
12000000;skip-gram;14;gram8-plural;1332;1139;142;51;0.003945;0.062811
12000000;skip-gram;14;gram9-plural-verbs;870;774;0;96;0.008562;0.092531
12000000;skip-gram;14;TOTAL;19544;14804;3370;1370;0.005002;0.070726
12000000;cbow;16;capital-common-countries;506;506;0;0;0.001279;0.035765
12000000;cbow;16;capital-world;4524;2689;1811;24;0.003807;0.061703
12000000;cbow;16;currency;866;264;490;112;0.019611;0.140040
12000000;cbow;16;city-in-state;2467;2083;213;171;0.007061;0.084030
12000000;cbow;16;family;506;380;86;40;0.004293;0.065517
12000000;cbow;16;gram1-adjective-to-adverb;992;666;0;326;0.012650;0.112470
12000000;cbow;16;gram2-opposite;812;420;162;230;0.013577;0.116521
12000000;cbow;16;gram3-comparative;1332;1304;0;28;0.004852;0.069654
12000000;cbow;16;gram4-superlative;1122;734;310;78;0.010161;0.100799
12000000;cbow;16;gram5-present-participle;1056;989;0;67;0.006825;0.082611
12000000;cbow;16;gram6-nationality-adjective;1599;1508;78;13;0.003708;0.060896
12000000;cbow;16;gram7-past-tense;1560;1354;78;128;0.009454;0.097233
12000000;cbow;16;gram8-plural;1332;1171;142;19;0.006093;0.078060
12000000;cbow;16;gram9-plural-verbs;870;767;0;103;0.009686;0.098417
