corpus_size;modelo;tamanho_contexto;categoria;qtde_total;qtde_analisada;qtde_fora_dicionario;qtde_fora_ranking;mse;rmsd
13650000;cbow;16;gram6-nationality-adjective;1599;1515;78;6;0.004800;0.069279
13650000;cbow;16;gram7-past-tense;1560;1421;78;61;0.007692;0.087703
13650000;cbow;16;gram8-plural;1332;1243;72;17;0.005395;0.073448
13650000;cbow;16;gram9-plural-verbs;870;786;0;84;0.010713;0.103504
13650000;cbow;16;TOTAL;19544;15222;3097;1225;0.006771;0.082285
13650000;skip-gram;16;capital-common-countries;506;506;0;0;0.000149;0.012208
13650000;skip-gram;16;capital-world;4524;2739;1748;37;0.001876;0.043311
13650000;skip-gram;16;currency;866;381;408;77;0.010939;0.104591
13650000;skip-gram;16;city-in-state;2467;2148;213;106;0.002881;0.053678
13650000;skip-gram;16;family;506;401;86;19;0.006227;0.078913
13650000;skip-gram;16;gram1-adjective-to-adverb;992;777;0;215;0.009970;0.099850
13650000;skip-gram;16;gram2-opposite;812;431;162;219;0.012494;0.111777
13650000;skip-gram;16;gram3-comparative;1332;1261;0;71;0.004554;0.067486
13650000;skip-gram;16;gram4-superlative;1122;734;252;136;0.011025;0.104998
13650000;skip-gram;16;gram5-present-participle;1056;952;0;104;0.007049;0.083958
13650000;skip-gram;16;gram6-nationality-adjective;1599;1500;78;21;0.002738;0.052322
13650000;skip-gram;16;gram7-past-tense;1560;1368;78;114;0.005886;0.076723
13650000;skip-gram;16;gram8-plural;1332;1218;72;42;0.003878;0.062277
13650000;skip-gram;16;gram9-plural-verbs;870;798;0;72;0.008274;0.090964
13650000;skip-gram;16;TOTAL;19544;15214;3097;1233;0.004945;0.070320
13650000;cbow;18;capital-common-countries;506;506;0;0;0.001031;0.032110
13650000;cbow;18;capital-world;4524;2726;1748;50;0.003966;0.062975
13650000;cbow;18;currency;866;362;408;96;0.016584;0.128780
13650000;cbow;18;city-in-state;2467;2079;213;175;0.006732;0.082047
13650000;cbow;18;family;506;388;86;32;0.005105;0.071447
13650000;cbow;18;gram1-adjective-to-adverb;992;730;0;262;0.013751;0.117264
13650000;cbow;18;gram2-opposite;812;436;162;214;0.015260;0.123531
13650000;cbow;18;gram3-comparative;1332;1310;0;22;0.004536;0.067349
13650000;cbow;18;gram4-superlative;1122;786;252;84;0.010738;0.103624
13650000;cbow;18;gram5-present-participle;1056;1016;0;40;0.005930;0.077007
13650000;cbow;18;gram6-nationality-adjective;1599;1509;78;12;0.004000;0.063247
13650000;cbow;18;gram7-past-tense;1560;1410;78;72;0.007789;0.088258
13650000;cbow;18;gram8-plural;1332;1225;72;35;0.006414;0.080089
13650000;cbow;18;gram9-plural-verbs;870;792;0;78;0.009624;0.098100
13650000;cbow;18;TOTAL;19544;15275;3097;1172;0.006737;0.082080
13650000;skip-gram;18;capital-common-countries;506;506;0;0;0.000196;0.013986
13650000;skip-gram;18;capital-world;4524;2744;1748;32;0.001565;0.039563
13650000;skip-gram;18;currency;866;377;408;81;0.012071;0.109866
13650000;skip-gram;18;city-in-state;2467;2130;213;124;0.002811;0.053022
13650000;skip-gram;18;family;506;413;86;7;0.007612;0.087247
13650000;skip-gram;18;gram1-adjective-to-adverb;992;764;0;228;0.009604;0.097998
13650000;skip-gram;18;gram2-opposite;812;421;162;229;0.013123;0.114554
13650000;skip-gram;18;gram3-comparative;1332;1226;0;106;0.004076;0.063846
13650000;skip-gram;18;gram4-superlative;1122;700;252;170;0.011497;0.107224
13650000;skip-gram;18;gram5-present-participle;1056;999;0;57;0.006918;0.083174
13650000;skip-gram;18;gram6-nationality-adjective;1599;1498;78;23;0.003056;0.055284
13650000;skip-gram;18;gram7-past-tense;1560;1365;78;117;0.006394;0.079960
13650000;skip-gram;18;gram8-plural;1332;1212;72;48;0.003996;0.063212
13650000;skip-gram;18;gram9-plural-verbs;870;784;0;86;0.009185;0.095836
13650000;skip-gram;18;TOTAL;19544;15139;3097;1308;0.005036;0.070966
13650000;cbow;20;capital-common-countries;506;506;0;0;0.000920;0.030332
13650000;cbow;20;capital-world;4524;2726;1748;50;0.003494;0.059109
13650000;cbow;20;currency;866;352;408;106;0.014872;0.121950
13650000;cbow;20;city-in-state;2467;2056;213;198;0.006860;0.082824
13650000;cbow;20;family;506;394;86;26;0.004246;0.065164
13650000;cbow;20;gram1-adjective-to-adverb;992;701;0;291;0.012988;0.113966
13650000;cbow;20;gram2-opposite;812;429;162;221;0.014507;0.120443
13650000;cbow;20;gram3-comparative;1332;1319;0;13;0.004291;0.065504
13650000;cbow;20;gram4-superlative;1122;743;252;127;0.011343;0.106501
13650000;cbow;20;gram5-present-participle;1056;1006;0;50;0.007027;0.083828
13650000;cbow;20;gram6-nationality-adjective;1599;1515;78;6;0.003896;0.062422
13650000;cbow;20;gram7-past-tense;1560;1403;78;79;0.007530;0.086775
13650000;cbow;20;gram8-plural;1332;1221;72;39;0.005948;0.077121
13650000;cbow;20;gram9-plural-verbs;870;786;0;84;0.009540;0.097674
13650000;cbow;20;TOTAL;19544;15157;3097;1290;0.006513;0.080702
13650000;skip-gram;20;capital-common-countries;506;506;0;0;0.000170;0.013032
13650000;skip-gram;20;capital-world;4524;2746;1748;30;0.001840;0.042895
13650000;skip-gram;20;currency;866;372;408;86;0.012157;0.110261
13650000;skip-gram;20;city-in-state;2467;2145;213;109;0.002835;0.053249
13650000;skip-gram;20;family;506;413;86;7;0.007620;0.087291
13650000;skip-gram;20;gram1-adjective-to-adverb;992;759;0;233;0.010524;0.102584
13650000;skip-gram;20;gram2-opposite;812;406;162;244;0.012750;0.112917
13650000;skip-gram;20;gram3-comparative;1332;1249;0;83;0.004412;0.066423
13650000;skip-gram;20;gram4-superlative;1122;704;252;166;0.011268;0.106152
13650000;skip-gram;20;gram5-present-participle;1056;963;0;93;0.006876;0.082920
13650000;skip-gram;20;gram6-nationality-adjective;1599;1499;78;22;0.002789;0.052809
13650000;skip-gram;20;gram7-past-tense;1560;1385;78;97;0.006039;0.077710
13650000;skip-gram;20;gram8-plural;1332;1201;72;59;0.003313;0.057555
13650000;skip-gram;20;gram9-plural-verbs;870;809;0;61;0.009882;0.099408
13650000;skip-gram;20;TOTAL;19544;15157;3097;1290;0.005056;0.071106
1650000;cbow;2;capital-common-countries;506;254;200;52;0.018759;0.136963
1650000;cbow;2;capital-world;4524;419;3998;107;0.022743;0.150808
1650000;cbow;2;currency;866;1;826;39;0.024171;0.155471
1650000;cbow;2;city-in-state;2467;623;1602;242;0.023266;0.152531
1650000;cbow;2;family;506;256;234;16;0.003385;0.058183
1650000;cbow;2;gram1-adjective-to-adverb;992;305;486;201;0.019603;0.140010
1650000;cbow;2;gram2-opposite;812;86;702;24;0.015912;0.126142
1650000;cbow;2;gram3-comparative;1332;832;462;38;0.007046;0.083942
1650000;cbow;2;gram4-superlative;1122;282;780;60;0.011965;0.109383
1650000;cbow;2;gram5-present-participle;1056;462;300;294;0.018896;0.137462
1650000;cbow;2;gram6-nationality-adjective;1599;1123;300;176;0.012921;0.113670
1650000;cbow;2;gram7-past-tense;1560;893;370;297;0.019680;0.140285
1650000;cbow;2;gram8-plural;1332;472;520;340;0.014992;0.122440
1650000;cbow;2;gram9-plural-verbs;870;321;408;141;0.017073;0.130666
1650000;cbow;2;TOTAL;19544;6329;11188;2027;0.015742;0.125469
1650000;skip-gram;2;capital-common-countries;506;262;200;44;0.010539;0.102660
1650000;skip-gram;2;capital-world;4524;420;3998;106;0.013333;0.115468
1650000;skip-gram;2;currency;866;1;826;39;0.013868;0.117763
1650000;skip-gram;2;city-in-state;2467;610;1602;255;0.014655;0.121056
1650000;skip-gram;2;family;506;243;234;29;0.002280;0.047750
1650000;skip-gram;2;gram1-adjective-to-adverb;992;224;486;282;0.010818;0.104009
1650000;skip-gram;2;gram2-opposite;812;82;702;28;0.007659;0.087514
1650000;skip-gram;2;gram3-comparative;1332;744;462;126;0.005382;0.073360
1650000;skip-gram;2;gram4-superlative;1122;273;780;69;0.007607;0.087216
1650000;skip-gram;2;gram5-present-participle;1056;410;300;346;0.009408;0.096993
1650000;skip-gram;2;gram6-nationality-adjective;1599;1078;300;221;0.007846;0.088576
1650000;skip-gram;2;gram7-past-tense;1560;686;370;504;0.011668;0.108017
1650000;skip-gram;2;gram8-plural;1332;496;520;316;0.008781;0.093708
1650000;skip-gram;2;gram9-plural-verbs;870;256;408;206;0.009246;0.096156
1650000;skip-gram;2;TOTAL;19544;5785;11188;2571;0.009342;0.096652
1650000;cbow;4;capital-common-countries;506;288;200;18;0.013783;0.117402
1650000;cbow;4;capital-world;4524;480;3998;46;0.015619;0.124976
1650000;cbow;4;currency;866;2;826;38;0.061086;0.247156
1650000;cbow;4;city-in-state;2467;713;1602;152;0.018271;0.135171
1650000;cbow;4;family;506;256;234;16;0.002581;0.050806
1650000;cbow;4;gram1-adjective-to-adverb;992;327;486;179;0.021802;0.147654
1650000;cbow;4;gram2-opposite;812;80;702;30;0.017004;0.130401
1650000;cbow;4;gram3-comparative;1332;832;462;38;0.008088;0.089933
1650000;cbow;4;gram4-superlative;1122;284;780;58;0.011789;0.108575
1650000;cbow;4;gram5-present-participle;1056;541;300;215;0.019393;0.139258
1650000;cbow;4;gram6-nationality-adjective;1599;1198;300;101;0.009930;0.099648
1650000;cbow;4;gram7-past-tense;1560;863;370;327;0.017904;0.133808
1650000;cbow;4;gram8-plural;1332;580;520;232;0.017249;0.131335
1650000;cbow;4;gram9-plural-verbs;870;314;408;148;0.017379;0.131830
1650000;cbow;4;TOTAL;19544;6758;11188;1598;0.014375;0.119894
1650000;skip-gram;4;capital-common-countries;506;264;200;42;0.010985;0.104808
1650000;skip-gram;4;capital-world;4524;421;3998;105;0.013744;0.117237
1650000;skip-gram;4;currency;866;6;826;34;0.017810;0.133455
1650000;skip-gram;4;city-in-state;2467;661;1602;204;0.014968;0.122343
1650000;skip-gram;4;family;506;246;234;26;0.005121;0.071563
1650000;skip-gram;4;gram1-adjective-to-adverb;992;189;486;317;0.011180;0.105735
1650000;skip-gram;4;gram2-opposite;812;75;702;35;0.007500;0.086600
1650000;skip-gram;4;gram3-comparative;1332;719;462;151;0.008269;0.090936
1650000;skip-gram;4;gram4-superlative;1122;259;780;83;0.008327;0.091255
1650000;skip-gram;4;gram5-present-participle;1056;428;300;328;0.011558;0.107506
1650000;skip-gram;4;gram6-nationality-adjective;1599;1194;300;105;0.007196;0.084827
1650000;skip-gram;4;gram7-past-tense;1560;682;370;508;0.012336;0.111068
1650000;skip-gram;4;gram8-plural;1332;529;520;283;0.011166;0.105670
1650000;skip-gram;4;gram9-plural-verbs;870;283;408;179;0.011254;0.106086
1650000;skip-gram;4;TOTAL;19544;5956;11188;2400;0.010371;0.101837
1650000;cbow;6;capital-common-countries;506;287;200;19;0.012394;0.111329
1650000;cbow;6;capital-world;4524;493;3998;33;0.014831;0.121784
1650000;cbow;6;currency;866;7;826;33;0.033379;0.182700
1650000;cbow;6;city-in-state;2467;740;1602;125;0.016651;0.129038
1650000;cbow;6;family;506;256;234;16;0.003388;0.058206
1650000;cbow;6;gram1-adjective-to-adverb;992;255;486;251;0.023698;0.153940
1650000;cbow;6;gram2-opposite;812;71;702;39;0.016360;0.127907
1650000;cbow;6;gram3-comparative;1332;827;462;43;0.009595;0.097952
1650000;cbow;6;gram4-superlative;1122;277;780;65;0.015127;0.122990
1650000;cbow;6;gram5-present-participle;1056;550;300;206;0.019132;0.138319
1650000;cbow;6;gram6-nationality-adjective;1599;1213;300;86;0.010015;0.100074
1650000;cbow;6;gram7-past-tense;1560;840;370;350;0.018945;0.137641
1650000;cbow;6;gram8-plural;1332;636;520;176;0.016595;0.128821
1650000;cbow;6;gram9-plural-verbs;870;324;408;138;0.019758;0.140565
1650000;cbow;6;TOTAL;19544;6776;11188;1580;0.014634;0.120972
1650000;skip-gram;6;capital-common-countries;506;284;200;22;0.009093;0.095359
1650000;skip-gram;6;capital-world;4524;465;3998;61;0.013000;0.114016
1650000;skip-gram;6;currency;866;8;826;32;0.028460;0.168701
1650000;skip-gram;6;city-in-state;2467;712;1602;153;0.015445;0.124279
1650000;skip-gram;6;family;506;249;234;23;0.005816;0.076260
1650000;skip-gram;6;gram1-adjective-to-adverb;992;179;486;327;0.012912;0.113633
1650000;skip-gram;6;gram2-opposite;812;70;702;40;0.011528;0.107370
1650000;skip-gram;6;gram3-comparative;1332;727;462;143;0.009457;0.097246
1650000;skip-gram;6;gram4-superlative;1122;261;780;81;0.009376;0.096832
1650000;skip-gram;6;gram5-present-participle;1056;492;300;264;0.011962;0.109372
1650000;skip-gram;6;gram6-nationality-adjective;1599;1267;300;32;0.005543;0.074454
1650000;skip-gram;6;gram7-past-tense;1560;688;370;502;0.013631;0.116752
1650000;skip-gram;6;gram8-plural;1332;630;520;182;0.012461;0.111628
1650000;skip-gram;6;gram9-plural-verbs;870;305;408;157;0.012716;0.112763
1650000;skip-gram;6;TOTAL;19544;6337;11188;2019;0.010692;0.103403
1650000;cbow;8;capital-common-countries;506;296;200;10;0.010499;0.102464
1650000;cbow;8;capital-world;4524;495;3998;31;0.012333;0.111054
1650000;cbow;8;currency;866;5;826;35;0.058229;0.241308
1650000;cbow;8;city-in-state;2467;748;1602;117;0.016762;0.129467
1650000;cbow;8;family;506;257;234;15;0.004423;0.066504
1650000;cbow;8;gram1-adjective-to-adverb;992;266;486;240;0.022624;0.150412
1650000;cbow;8;gram2-opposite;812;70;702;40;0.015259;0.123526
1650000;cbow;8;gram3-comparative;1332;820;462;50;0.011068;0.105202
1650000;cbow;8;gram4-superlative;1122;295;780;47;0.015936;0.126237
1650000;cbow;8;gram5-present-participle;1056;522;300;234;0.019049;0.138019
1650000;cbow;8;gram6-nationality-adjective;1599;1227;300;72;0.010938;0.104584
1650000;cbow;8;gram7-past-tense;1560;874;370;316;0.019714;0.140408
1650000;cbow;8;gram8-plural;1332;656;520;156;0.017126;0.130864
1650000;cbow;8;gram9-plural-verbs;870;318;408;144;0.021502;0.146636
1650000;cbow;8;TOTAL;19544;6849;11188;1507;0.014996;0.122458
1650000;skip-gram;8;capital-common-countries;506;296;200;10;0.009611;0.098036
1650000;skip-gram;8;capital-world;4524;486;3998;40;0.012893;0.113546
1650000;skip-gram;8;currency;866;4;826;36;0.028097;0.167623
1650000;skip-gram;8;city-in-state;2467;743;1602;122;0.013190;0.114850
1650000;skip-gram;8;family;506;259;234;13;0.008906;0.094371
1650000;skip-gram;8;gram1-adjective-to-adverb;992;184;486;322;0.012563;0.112087
1650000;skip-gram;8;gram2-opposite;812;73;702;37;0.013264;0.115171
1650000;skip-gram;8;gram3-comparative;1332;683;462;187;0.010072;0.100359
1650000;skip-gram;8;gram4-superlative;1122;273;780;69;0.007974;0.089298
1650000;skip-gram;8;gram5-present-participle;1056;443;300;313;0.013623;0.116718
1650000;skip-gram;8;gram6-nationality-adjective;1599;1280;300;19;0.005596;0.074808
1650000;skip-gram;8;gram7-past-tense;1560;736;370;454;0.014059;0.118570
1650000;skip-gram;8;gram8-plural;1332;635;520;177;0.012188;0.110400
1650000;skip-gram;8;gram9-plural-verbs;870;292;408;170;0.012686;0.112631
1650000;skip-gram;8;TOTAL;19544;6387;11188;1969;0.010749;0.103679
1650000;cbow;10;capital-common-countries;506;297;200;9;0.009831;0.099153
1650000;cbow;10;capital-world;4524;506;3998;20;0.011944;0.109287
1650000;cbow;10;currency;866;6;826;34;0.048505;0.220240
1650000;cbow;10;city-in-state;2467;740;1602;125;0.018340;0.135426
1650000;cbow;10;family;506;256;234;16;0.005237;0.072366
1650000;cbow;10;gram1-adjective-to-adverb;992;277;486;229;0.022640;0.150468
1650000;cbow;10;gram2-opposite;812;60;702;50;0.020165;0.142002
1650000;cbow;10;gram3-comparative;1332;796;462;74;0.011520;0.107329
1650000;cbow;10;gram4-superlative;1122;291;780;51;0.016441;0.128223
1650000;cbow;10;gram5-present-participle;1056;545;300;211;0.019762;0.140579
1650000;cbow;10;gram6-nationality-adjective;1599;1213;300;86;0.010836;0.104096
1650000;cbow;10;gram7-past-tense;1560;851;370;339;0.020859;0.144427
1650000;cbow;10;gram8-plural;1332;652;520;160;0.016173;0.127172
1650000;cbow;10;gram9-plural-verbs;870;328;408;134;0.019672;0.140258
1650000;cbow;10;TOTAL;19544;6818;11188;1538;0.015293;0.123663
1650000;skip-gram;10;capital-common-countries;506;292;200;14;0.006830;0.082646
1650000;skip-gram;10;capital-world;4524;492;3998;34;0.010997;0.104865
1650000;skip-gram;10;currency;866;8;826;32;0.027776;0.166661
1650000;skip-gram;10;city-in-state;2467;761;1602;104;0.011769;0.108487
1650000;skip-gram;10;family;506;254;234;18;0.008884;0.094257
1650000;skip-gram;10;gram1-adjective-to-adverb;992;198;486;308;0.014447;0.120195
1650000;skip-gram;10;gram2-opposite;812;52;702;58;0.015958;0.126327
1650000;skip-gram;10;gram3-comparative;1332;670;462;200;0.011417;0.106849
1650000;skip-gram;10;gram4-superlative;1122;280;780;62;0.010547;0.102701
1650000;skip-gram;10;gram5-present-participle;1056;476;300;280;0.012777;0.113034
1650000;skip-gram;10;gram6-nationality-adjective;1599;1284;300;15;0.005405;0.073517
1650000;skip-gram;10;gram7-past-tense;1560;749;370;441;0.014513;0.120468
1650000;skip-gram;10;gram8-plural;1332;650;520;162;0.012387;0.111295
1650000;skip-gram;10;gram9-plural-verbs;870;298;408;164;0.012148;0.110216
1650000;skip-gram;10;TOTAL;19544;6464;11188;1892;0.010627;0.103089
1650000;cbow;12;capital-common-countries;506;298;200;8;0.010787;0.103861
1650000;cbow;12;capital-world;4524;495;3998;31;0.011625;0.107821
1650000;cbow;12;currency;866;7;826;33;0.048339;0.219862
1650000;cbow;12;city-in-state;2467;771;1602;94;0.016463;0.128310
1650000;cbow;12;family;506;256;234;16;0.006617;0.081348
1650000;cbow;12;gram1-adjective-to-adverb;992;256;486;250;0.020538;0.143311
1650000;cbow;12;gram2-opposite;812;54;702;56;0.019862;0.140934
1650000;cbow;12;gram3-comparative;1332;798;462;72;0.012103;0.110013
1650000;cbow;12;gram4-superlative;1122;292;780;50;0.014201;0.119166
1650000;cbow;12;gram5-present-participle;1056;508;300;248;0.019775;0.140622
1650000;cbow;12;gram6-nationality-adjective;1599;1236;300;63;0.012341;0.111088
1650000;cbow;12;gram7-past-tense;1560;826;370;364;0.020355;0.142670
1650000;cbow;12;gram8-plural;1332;671;520;141;0.016388;0.128016
1650000;cbow;12;gram9-plural-verbs;870;312;408;150;0.020148;0.141942
1650000;cbow;12;TOTAL;19544;6780;11188;1576;0.015225;0.123389
1650000;skip-gram;12;capital-common-countries;506;297;200;9;0.006859;0.082820
1650000;skip-gram;12;capital-world;4524;496;3998;30;0.010241;0.101200
1650000;skip-gram;12;currency;866;8;826;32;0.027811;0.166767
1650000;skip-gram;12;city-in-state;2467;754;1602;111;0.012664;0.112535
1650000;skip-gram;12;family;506;254;234;18;0.009127;0.095534
1650000;skip-gram;12;gram1-adjective-to-adverb;992;175;486;331;0.016017;0.126558
1650000;skip-gram;12;gram2-opposite;812;48;702;62;0.014002;0.118331
1650000;skip-gram;12;gram3-comparative;1332;687;462;183;0.011594;0.107675
1650000;skip-gram;12;gram4-superlative;1122;291;780;51;0.008874;0.094203
1650000;skip-gram;12;gram5-present-participle;1056;451;300;305;0.013983;0.118251
1650000;skip-gram;12;gram6-nationality-adjective;1599;1279;300;20;0.005569;0.074629
1650000;skip-gram;12;gram7-past-tense;1560;737;370;453;0.013179;0.114800
1650000;skip-gram;12;gram8-plural;1332;669;520;143;0.012112;0.110055
1650000;skip-gram;12;gram9-plural-verbs;870;294;408;168;0.012389;0.111307
1650000;skip-gram;12;TOTAL;19544;6440;11188;1916;0.010577;0.102846
1650000;cbow;14;capital-common-countries;506;296;200;10;0.009381;0.096854
1650000;cbow;14;capital-world;4524;496;3998;30;0.012070;0.109865
1650000;cbow;14;currency;866;8;826;32;0.049677;0.222882
1650000;cbow;14;city-in-state;2467;723;1602;142;0.016625;0.128936
1650000;cbow;14;family;506;254;234;18;0.005371;0.073284
1650000;cbow;14;gram1-adjective-to-adverb;992;272;486;234;0.023682;0.153890
1650000;cbow;14;gram2-opposite;812;67;702;43;0.018339;0.135423
1650000;cbow;14;gram3-comparative;1332;770;462;100;0.012121;0.110097
1650000;cbow;14;gram4-superlative;1122;286;780;56;0.016158;0.127114
1650000;cbow;14;gram5-present-participle;1056;558;300;198;0.016972;0.130278
1650000;cbow;14;gram6-nationality-adjective;1599;1233;300;66;0.011400;0.106772
1650000;cbow;14;gram7-past-tense;1560;908;370;282;0.018927;0.137577
1650000;cbow;14;gram8-plural;1332;647;520;165;0.017495;0.132270
1650000;cbow;14;gram9-plural-verbs;870;314;408;148;0.019240;0.138710
1650000;cbow;14;TOTAL;19544;6832;11188;1524;0.014965;0.122333
1650000;skip-gram;14;capital-common-countries;506;298;200;8;0.005757;0.075878
1650000;skip-gram;14;capital-world;4524;500;3998;26;0.007919;0.088991
1650000;skip-gram;14;currency;866;10;826;30;0.032053;0.179034
1650000;skip-gram;14;city-in-state;2467;773;1602;92;0.011685;0.108096
1650000;skip-gram;14;family;506;255;234;17;0.012890;0.113533
1650000;skip-gram;14;gram1-adjective-to-adverb;992;227;486;279;0.014861;0.121907
1650000;skip-gram;14;gram2-opposite;812;50;702;60;0.014822;0.121746
1650000;skip-gram;14;gram3-comparative;1332;641;462;229;0.013081;0.114370
1650000;skip-gram;14;gram4-superlative;1122;279;780;63;0.011239;0.106015
1650000;skip-gram;14;gram5-present-participle;1056;429;300;327;0.015562;0.124750
1650000;skip-gram;14;gram6-nationality-adjective;1599;1291;300;8;0.004771;0.069072
1650000;skip-gram;14;gram7-past-tense;1560;789;370;401;0.014582;0.120755
1650000;skip-gram;14;gram8-plural;1332;647;520;165;0.012684;0.112623
1650000;skip-gram;14;gram9-plural-verbs;870;289;408;173;0.012533;0.111951
1650000;skip-gram;14;TOTAL;19544;6478;11188;1878;0.010824;0.104039
1650000;cbow;16;capital-common-countries;506;296;200;10;0.010712;0.103498
1650000;cbow;16;capital-world;4524;504;3998;22;0.011932;0.109235
1650000;cbow;16;currency;866;2;826;38;0.050798;0.225384
1650000;cbow;16;city-in-state;2467;748;1602;117;0.018121;0.134616
1650000;cbow;16;family;506;253;234;19;0.006223;0.078884
1650000;cbow;16;gram1-adjective-to-adverb;992;266;486;240;0.023743;0.154087
1650000;cbow;16;gram2-opposite;812;66;702;44;0.020887;0.144524
1650000;cbow;16;gram3-comparative;1332;764;462;106;0.013938;0.118060
1650000;cbow;16;gram4-superlative;1122;292;780;50;0.017163;0.131008
1650000;cbow;16;gram5-present-participle;1056;519;300;237;0.018592;0.136353
1650000;cbow;16;gram6-nationality-adjective;1599;1229;300;70;0.012195;0.110432
1650000;cbow;16;gram7-past-tense;1560;851;370;339;0.020613;0.143574
1650000;cbow;16;gram8-plural;1332;689;520;123;0.018996;0.137828
1650000;cbow;16;gram9-plural-verbs;870;326;408;136;0.018526;0.136110
1650000;cbow;16;TOTAL;19544;6805;11188;1551;0.016029;0.126605
1650000;skip-gram;16;capital-common-countries;506;302;200;4;0.006871;0.082894
1650000;skip-gram;16;capital-world;4524;513;3998;13;0.008507;0.092235
1650000;skip-gram;16;currency;866;10;826;30;0.029771;0.172544
1650000;skip-gram;16;city-in-state;2467;766;1602;99;0.011197;0.105817
1650000;skip-gram;16;family;506;257;234;15;0.012144;0.110198
1650000;skip-gram;16;gram1-adjective-to-adverb;992;197;486;309;0.017286;0.131476
1650000;skip-gram;16;gram2-opposite;812;49;702;61;0.017210;0.131186
1650000;skip-gram;16;gram3-comparative;1332;627;462;243;0.013709;0.117084
1650000;skip-gram;16;gram4-superlative;1122;274;780;68;0.011809;0.108671
1650000;skip-gram;16;gram5-present-participle;1056;472;300;284;0.015116;0.122947
1650000;skip-gram;16;gram6-nationality-adjective;1599;1287;300;12;0.004784;0.069169
1650000;skip-gram;16;gram7-past-tense;1560;798;370;392;0.013430;0.115888
1650000;skip-gram;16;gram8-plural;1332;718;520;94;0.013119;0.114539
1650000;skip-gram;16;gram9-plural-verbs;870;270;408;192;0.012235;0.110614
1650000;skip-gram;16;TOTAL;19544;6540;11188;1816;0.010894;0.104375
1650000;cbow;18;capital-common-countries;506;292;200;14;0.008654;0.093026
1650000;cbow;18;capital-world;4524;503;3998;23;0.010846;0.104144
1650000;cbow;18;currency;866;6;826;34;0.037795;0.194409
1650000;cbow;18;city-in-state;2467;752;1602;113;0.017440;0.132061
1650000;cbow;18;family;506;252;234;20;0.007170;0.084678
1650000;cbow;18;gram1-adjective-to-adverb;992;275;486;231;0.023361;0.152842
1650000;cbow;18;gram2-opposite;812;54;702;56;0.023581;0.153560
1650000;cbow;18;gram3-comparative;1332;747;462;123;0.015352;0.123903
1650000;cbow;18;gram4-superlative;1122;276;780;66;0.017717;0.133105
1650000;cbow;18;gram5-present-participle;1056;523;300;233;0.018227;0.135009
1650000;cbow;18;gram6-nationality-adjective;1599;1242;300;57;0.013030;0.114150
1650000;cbow;18;gram7-past-tense;1560;825;370;365;0.019460;0.139498
1650000;cbow;18;gram8-plural;1332;681;520;131;0.017054;0.130590
1650000;cbow;18;gram9-plural-verbs;870;291;408;171;0.019273;0.138826
1650000;cbow;18;TOTAL;19544;6719;11188;1637;0.015803;0.125709
1650000;skip-gram;18;capital-common-countries;506;304;200;2;0.005167;0.071878
1650000;skip-gram;18;capital-world;4524;509;3998;17;0.007262;0.085217
1650000;skip-gram;18;currency;866;11;826;29;0.030991;0.176043
1650000;skip-gram;18;city-in-state;2467;773;1602;92;0.010685;0.103371
1650000;skip-gram;18;family;506;257;234;15;0.009475;0.097340
1650000;skip-gram;18;gram1-adjective-to-adverb;992;239;486;267;0.015716;0.125362
1650000;skip-gram;18;gram2-opposite;812;53;702;57;0.016175;0.127183
1650000;skip-gram;18;gram3-comparative;1332;665;462;205;0.014209;0.119203
1650000;skip-gram;18;gram4-superlative;1122;264;780;78;0.012986;0.113957
1650000;skip-gram;18;gram5-present-participle;1056;434;300;322;0.015192;0.123257
1650000;skip-gram;18;gram6-nationality-adjective;1599;1292;300;7;0.004843;0.069593
1650000;skip-gram;18;gram7-past-tense;1560;762;370;428;0.014269;0.119455
1650000;skip-gram;18;gram8-plural;1332;665;520;147;0.011523;0.107347
1650000;skip-gram;18;gram9-plural-verbs;870;284;408;178;0.012641;0.112431
1650000;skip-gram;18;TOTAL;19544;6512;11188;1844;0.010561;0.102765
1650000;cbow;20;capital-common-countries;506;295;200;11;0.009685;0.098413
1650000;cbow;20;capital-world;4524;499;3998;27;0.011412;0.106826
1650000;cbow;20;currency;866;6;826;34;0.059737;0.244412
1650000;cbow;20;city-in-state;2467;769;1602;96;0.017781;0.133346
1650000;cbow;20;family;506;255;234;17;0.005883;0.076698
1650000;cbow;20;gram1-adjective-to-adverb;992;257;486;249;0.020957;0.144765
1650000;cbow;20;gram2-opposite;812;62;702;48;0.020896;0.144555
1650000;cbow;20;gram3-comparative;1332;737;462;133;0.016687;0.129176
1650000;cbow;20;gram4-superlative;1122;285;780;57;0.014944;0.122246
1650000;cbow;20;gram5-present-participle;1056;570;300;186;0.019560;0.139857
1650000;cbow;20;gram6-nationality-adjective;1599;1223;300;76;0.012888;0.113527
1650000;cbow;20;gram7-past-tense;1560;835;370;355;0.019183;0.138502
1650000;cbow;20;gram8-plural;1332;657;520;155;0.016676;0.129134
1650000;cbow;20;gram9-plural-verbs;870;294;408;168;0.018121;0.134614
1650000;cbow;20;TOTAL;19544;6744;11188;1612;0.015797;0.125686
1650000;skip-gram;20;capital-common-countries;506;304;200;2;0.005309;0.072862
1650000;skip-gram;20;capital-world;4524;507;3998;19;0.006788;0.082391
1650000;skip-gram;20;currency;866;10;826;30;0.033582;0.183253
